branch,college_tier,cgpa,internships,projects_count,certifications,salary_package_lpa,skill,placed_3m,placed_6m,placed_12m,industry_demand
4,3,6.05,1,2,0,18.92,6,1,1,1,5
2,3,8.33,3,3,2,24.78,6,1,1,1,3
4,1,8.0,1,2,1,19.82,6,1,1,1,5
4,2,8.91,1,1,2,14.73,4,1,1,1,5
4,2,5.81,1,2,1,13.72,5,1,1,1,5
2,1,7.56,0,4,1,13.84,5,1,1,1,3
3,1,6.2,1,1,2,13.93,6,1,1,1,2
4,3,7.59,1,2,3,16.2,5,1,1,1,5
4,3,6.83,1,1,3,17.57,5,1,1,1,5
1,2,8.49,0,1,3,16.42,6,1,1,1,3
2,2,7.61,0,3,0,21.31,7,1,1,1,3
4,2,7.32,1,5,1,18.32,6,1,1,1,5
2,1,6.44,1,2,2,20.35,6,1,1,1,3
4,1,8.43,1,2,0,17.51,5,1,1,1,5
4,3,6.7,0,3,1,18.94,6,1,1,1,5
1,2,8.04,2,2,1,15.35,4,1,1,1,3
3,2,6.51,3,3,1,17.97,6,1,1,1,2
4,1,7.48,0,1,2,15.45,5,1,1,1,5
4,1,7.3,1,3,4,12.99,5,1,1,1,5
4,3,7.75,1,2,1,19.97,5,1,1,1,5
3,3,7.47,1,2,4,19.88,5,1,1,1,2
2,2,6.33,1,2,3,18.1,6,1,1,1,3
1,2,8.23,2,2,1,18.69,5,1,1,1,3
3,1,5.84,1,3,1,16.25,5,1,1,1,2
1,3,6.49,0,3,1,18.42,6,1,1,1,3
3,1,6.0,0,1,1,12.94,6,1,1,1,2
4,2,6.72,0,3,1,12.99,5,1,1,1,5
3,2,7.22,1,2,1,17.45,5,1,1,1,2
1,3,8.06,0,1,2,20.4,6,1,1,1,3
3,3,7.78,1,2,3,18.67,5,1,1,1,2
1,2,7.99,3,3,4,18.33,6,1,1,1,3
4,1,7.63,3,5,1,18.46,5,1,1,1,5
3,1,8.77,1,2,3,18.61,5,1,1,1,2
3,2,7.89,1,1,1,16.91,5,1,1,1,2
3,2,9.08,0,2,3,18.7,6,1,1,1,2
3,2,6.51,0,0,2,15.82,6,1,1,1,2
4,3,8.5,1,2,2,19.02,5,1,1,1,5
3,1,7.51,1,1,0,21.27,6,1,1,1,2
2,2,7.13,1,2,1,19.99,6,1,1,1,3
2,2,9.82,2,2,1,17.76,4,1,1,1,3
2,2,6.39,2,2,0,16.97,5,1,1,1,3
4,2,5.92,0,1,1,17.17,7,1,1,1,5
1,2,8.57,1,3,2,20.64,6,1,1,1,3
2,3,6.23,1,0,1,19.12,5,1,1,1,3
3,2,6.41,3,1,3,18.32,5,1,1,1,2
3,2,7.02,2,4,1,15.67,5,1,1,1,2
2,1,7.63,1,3,3,14.69,4,1,1,1,3
2,1,7.04,2,1,3,15.82,6,1,1,1,3
4,2,9.88,3,1,1,20.88,5,1,1,1,5
3,1,7.96,0,5,0,14.15,6,1,1,1,2
2,2,7.79,2,3,3,18.08,5,1,1,1,3
1,1,7.51,1,3,4,20.54,6,1,1,1,3
2,2,7.14,0,2,1,13.57,4,1,1,1,3
4,3,7.08,2,4,0,17.78,5,1,1,1,5
4,3,7.3,2,3,1,19.29,5,1,1,1,5
4,1,6.2,1,3,3,12.33,4,1,1,1,5
4,2,7.84,3,3,1,17.98,5,1,1,1,5
3,3,7.47,1,4,2,18.85,6,1,1,1,2
4,1,8.21,2,3,0,22.32,6,1,1,1,5
4,2,7.12,1,5,1,18.87,5,1,1,1,5
4,1,6.99,2,2,4,17.62,6,1,1,1,5
4,3,8.85,1,1,1,16.58,5,1,1,1,5
4,2,8.64,3,4,0,26.2,6,1,1,1,5
2,1,9.67,2,4,1,17.75,5,1,1,1,3
2,2,8.09,1,3,1,16.19,5,1,1,1,3
3,3,7.65,3,4,2,23.41,6,1,1,1,2
4,2,7.44,1,1,0,14.79,5,1,1,1,5
4,3,7.98,3,2,4,22.29,5,1,1,1,5
4,2,7.56,1,3,1,15.28,5,1,1,1,5
3,2,7.32,0,3,1,15.01,5,1,1,1,2
3,3,8.82,0,3,2,20.32,6,1,1,1,2
4,3,6.34,0,3,0,16.89,5,1,1,1,5
4,1,5.9,1,4,1,16.51,6,1,1,1,5
4,1,6.59,0,4,4,12.04,4,1,1,1,5
3,1,7.65,0,3,1,14.34,5,1,1,1,2
4,3,7.03,1,3,1,15.28,4,1,1,1,5
2,3,6.83,0,4,1,16.0,5,1,1,1,3
2,2,6.65,0,1,1,14.94,6,1,1,1,3
4,1,7.87,3,0,1,18.97,6,1,1,1,5
2,1,7.14,0,0,3,12.05,5,1,1,1,3
1,1,7.09,1,3,3,19.88,6,1,1,1,3
1,1,7.48,2,5,1,17.95,6,1,1,1,3
3,3,8.9,0,2,1,18.6,5,1,1,1,2
4,2,7.19,0,3,1,15.1,5,1,1,1,5
4,1,6.48,0,5,3,14.95,6,1,1,1,5
4,1,6.19,0,2,0,13.6,5,1,1,1,5
2,3,8.21,1,1,1,15.4,4,1,1,1,3
3,2,8.43,1,1,0,15.64,5,1,1,1,2
4,1,7.69,1,3,3,16.34,6,1,1,1,5
4,3,8.34,1,1,1,19.84,6,1,1,1,5
4,2,8.6,0,3,2,17.57,5,1,1,1,5
4,1,7.14,0,1,1,14.8,6,1,1,1,5
3,2,7.17,2,2,2,18.93,6,1,1,1,2
4,3,7.86,1,3,2,19.4,6,1,1,1,5
3,1,7.66,1,2,1,14.76,5,1,1,1,2
4,2,6.84,0,2,0,18.81,6,1,1,1,5
4,1,7.02,0,2,1,15.91,5,1,1,1,5
4,2,7.92,1,2,2,13.76,5,1,1,1,5
2,2,8.28,1,3,1,14.24,4,1,1,1,3
2,1,7.84,2,2,1,17.32,6,1,1,1,3
4,2,7.46,3,0,0,18.3,5,1,1,1,5
3,2,7.86,1,2,1,19.45,6,1,1,1,2
4,2,7.26,2,3,1,19.49,6,1,1,1,5
4,1,7.55,2,4,1,14.83,5,1,1,1,5
4,3,7.58,3,1,1,18.91,5,1,1,1,5
4,1,7.08,0,2,2,14.09,5,1,1,1,5
4,2,8.1,3,3,4,21.9,6,1,1,1,5
1,2,7.68,1,2,1,14.72,4,1,1,1,3
4,2,6.95,1,1,3,16.5,4,1,1,1,5
4,2,8.51,1,1,0,16.66,5,1,1,1,5
4,2,6.36,3,2,1,16.89,5,1,1,1,5
4,1,7.57,1,1,2,16.85,5,1,1,1,5
3,1,7.38,3,2,0,20.51,5,1,1,1,2
4,1,6.15,0,4,0,12.95,4,1,1,1,5
4,3,6.49,1,1,1,15.08,4,1,1,1,5
3,3,8.13,0,2,2,17.88,5,1,1,1,2
4,1,7.11,2,3,0,21.14,6,1,1,1,5
1,2,6.81,3,5,2,21.13,6,1,1,1,3
3,1,7.03,1,2,1,16.67,6,1,1,1,2
4,2,6.89,0,3,1,18.87,6,1,1,1,5
2,2,5.74,2,2,1,13.72,5,1,1,1,3
3,1,7.32,1,2,1,16.85,6,1,1,1,2
4,2,6.23,0,2,2,13.31,5,1,1,1,5
3,2,7.57,1,3,2,19.1,5,1,1,1,2
1,2,6.77,2,1,0,19.19,6,1,1,1,3
3,2,7.78,1,3,1,18.32,6,1,1,1,2
3,2,7.67,0,3,0,19.96,6,1,1,1,2
2,2,7.77,1,2,0,16.6,6,1,1,1,3
3,2,7.72,0,2,1,18.35,6,1,1,1,2
2,1,6.49,0,5,0,15.02,6,1,1,1,3
4,1,6.55,3,2,4,18.03,5,1,1,1,5
4,1,6.82,1,2,0,16.31,6,1,1,1,5
2,1,6.9,1,2,0,17.35,5,1,1,1,3
3,2,7.09,0,1,0,13.41,5,1,1,1,2
4,2,7.8,0,0,2,22.21,7,1,1,1,5
4,2,7.9,1,1,2,13.66,4,1,1,1,5
3,1,7.34,2,1,2,21.63,6,1,1,1,2
2,2,8.56,0,2,0,13.53,5,1,1,1,3
3,1,9.13,1,3,3,20.05,6,1,1,1,2
3,2,6.41,2,0,0,12.46,5,1,1,1,2
4,1,8.32,0,1,1,11.36,5,1,1,1,5
2,1,7.92,0,3,2,15.97,6,1,1,1,3
4,1,7.58,1,5,2,13.57,5,1,1,1,5
4,2,6.85,1,4,4,16.48,5,1,1,1,5
3,1,7.08,0,2,4,16.68,6,1,1,1,2
4,3,7.4,0,2,2,16.44,5,1,1,1,5
4,1,6.12,0,2,2,15.3,7,1,1,1,5
4,2,8.79,0,1,2,18.25,6,1,1,1,5
4,2,6.85,0,2,4,13.06,5,1,1,1,5
4,2,8.12,1,3,1,19.03,5,1,1,1,5
4,3,6.58,1,2,1,19.93,6,1,1,1,5
4,2,6.87,2,0,3,18.65,5,1,1,1,5
3,3,8.86,1,1,0,19.35,5,1,1,1,2
4,3,6.25,1,1,1,19.26,6,1,1,1,5
2,3,9.57,3,2,3,24.65,6,1,1,1,3
3,3,6.07,1,2,3,18.32,5,1,1,1,2
1,2,8.59,2,1,4,20.71,5,1,1,1,3
4,3,5.2,3,4,2,18.54,5,1,1,1,5
4,1,5.38,2,2,1,15.99,6,1,1,1,5
3,1,7.03,1,3,2,14.49,5,1,1,1,2
2,2,7.18,2,2,1,17.84,6,1,1,1,3
3,2,7.85,1,3,1,18.11,5,1,1,1,2
2,3,6.77,0,2,2,19.84,6,1,1,1,3
4,1,6.59,0,2,1,16.36,5,1,1,1,5
4,3,7.84,2,3,4,23.94,5,1,1,1,5
2,2,7.55,1,5,1,21.18,6,1,1,1,3
3,2,6.87,0,5,1,16.58,5,1,1,1,2
2,3,7.88,0,4,2,17.03,4,1,1,1,3
1,1,7.0,0,3,1,12.81,5,1,1,1,3
3,1,8.1,0,4,0,12.53,5,1,1,1,2
2,3,7.7,1,0,1,16.27,5,1,1,1,3
3,2,7.07,2,2,0,21.48,6,1,1,1,2
3,1,7.89,3,4,1,20.22,6,1,1,1,2
3,2,7.85,1,4,3,17.31,6,1,1,1,2
2,3,8.51,1,5,0,20.9,7,1,1,1,3
4,2,8.92,2,4,0,18.85,5,1,1,1,5
4,2,7.16,3,1,1,17.39,5,1,1,1,5
2,2,6.68,3,3,4,19.79,6,1,1,1,3
2,1,7.94,2,3,1,17.25,5,1,1,1,3
1,1,8.33,0,4,2,16.03,5,1,1,1,3
4,1,7.42,1,2,3,15.6,5,1,1,1,5
3,2,7.63,3,1,2,18.16,5,1,1,1,2
4,1,8.8,1,5,2,18.11,5,1,1,1,5
3,1,7.34,2,2,0,19.67,7,1,1,1,2
4,3,6.89,2,1,1,16.39,4,1,1,1,5
3,2,7.52,0,3,0,12.31,5,1,1,1,2
1,1,6.03,0,3,0,15.01,6,1,1,1,3
1,2,7.87,1,4,1,14.29,5,1,1,1,3
2,2,7.48,2,2,1,15.88,4,1,1,1,3
2,1,7.57,0,2,2,10.95,4,1,1,1,3
4,2,7.59,2,4,2,18.44,5,1,1,1,5
4,2,7.63,1,4,1,16.61,6,1,1,1,5
2,1,6.98,0,3,1,13.74,5,1,1,1,3
3,2,7.11,1,3,3,15.49,5,1,1,1,2
4,1,8.09,2,5,1,21.84,5,1,1,1,5
4,3,7.31,1,5,3,16.99,5,1,1,1,5
2,1,8.46,2,1,1,14.86,4,1,1,1,3
2,1,6.4,0,2,3,14.02,5,1,1,1,3
4,1,6.69,1,3,2,14.76,5,1,1,1,5
2,3,7.92,0,3,1,18.92,6,1,1,1,3
4,1,6.19,0,2,1,15.93,6,1,1,1,5
2,1,6.76,1,4,1,15.89,6,1,1,1,3
1,1,5.99,1,5,0,16.03,4,1,1,1,3
4,1,6.09,2,1,0,16.43,6,1,1,1,5
2,3,8.09,2,2,0,20.12,5,1,1,1,3
4,1,7.26,0,3,2,13.68,5,1,1,1,5
3,1,6.34,0,2,3,13.39,6,1,1,1,2
2,1,7.52,1,0,2,13.31,6,1,1,1,3
4,1,6.63,1,4,1,14.25,4,1,1,1,5
4,1,8.0,1,4,1,15.0,5,1,1,1,5
2,1,5.82,3,3,2,15.37,5,1,1,1,3
1,2,6.98,3,2,2,17.78,5,1,1,1,3
4,2,6.26,2,2,1,20.42,5,1,1,1,5
2,1,7.56,0,1,1,9.4,4,0,1,1,3
4,2,5.91,0,3,4,12.05,4,1,1,1,5
3,1,6.92,1,3,1,14.59,5,1,1,1,2
4,1,6.99,0,4,1,17.16,6,1,1,1,5
4,2,6.74,1,2,3,14.24,5,1,1,1,5
4,1,6.63,0,3,0,11.86,5,1,1,1,5
3,2,7.96,0,5,0,16.15,6,1,1,1,2
4,1,7.08,0,2,1,14.66,5,1,1,1,5
2,1,7.99,1,2,0,17.88,6,1,1,1,3
2,2,7.21,0,4,2,15.41,5,1,1,1,3
4,2,6.65,0,1,2,20.03,6,1,1,1,5
4,1,6.83,2,1,1,16.86,6,1,1,1,5
2,3,8.21,2,4,0,21.51,6,1,1,1,3
1,1,7.26,0,3,3,14.28,4,1,1,1,3
4,2,8.06,2,3,0,19.12,5,1,1,1,5
3,2,5.68,1,2,2,16.3,5,1,1,1,2
4,2,7.57,1,5,2,17.38,6,1,1,1,5
3,1,7.12,1,1,1,17.69,5,1,1,1,2
4,1,5.64,1,1,3,16.24,5,1,1,1,5
3,1,5.53,1,2,2,13.0,4,1,1,1,2
4,1,7.36,2,2,1,18.62,5,1,1,1,5
1,1,7.99,1,4,0,17.14,6,1,1,1,3
3,3,7.18,2,3,0,20.31,6,1,1,1,2
4,2,7.56,3,3,0,19.01,5,1,1,1,5
4,1,7.2,1,3,0,14.83,5,1,1,1,5
1,2,7.68,0,2,0,16.59,6,1,1,1,3
3,1,8.21,1,4,3,16.0,5,1,1,1,2
3,2,5.45,1,3,1,18.65,6,1,1,1,2
4,3,7.32,1,3,0,21.03,6,1,1,1,5
4,2,6.18,0,1,0,16.64,7,1,1,1,5
4,1,7.49,3,2,3,19.79,7,1,1,1,5
4,2,6.5,2,3,2,15.48,5,1,1,1,5
4,2,6.28,0,2,3,14.36,6,1,1,1,5
2,1,7.69,1,1,1,14.88,4,1,1,1,3
2,3,6.98,1,3,1,14.8,5,1,1,1,3
3,2,5.67,1,2,0,15.77,5,1,1,1,2
3,1,7.56,0,3,1,14.53,5,1,1,1,2
3,2,8.87,0,2,2,17.53,5,1,1,1,2
4,2,6.97,1,1,1,15.89,5,1,1,1,5
4,3,7.1,2,0,2,18.4,5,1,1,1,5
4,1,8.53,1,1,3,17.67,6,1,1,1,5
3,3,7.11,1,4,2,22.09,6,1,1,1,2
1,1,8.0,0,2,1,15.6,5,1,1,1,3
4,2,7.44,1,3,3,20.04,5,1,1,1,5
3,2,6.91,1,2,0,16.47,5,1,1,1,2
4,1,6.18,1,0,0,15.18,6,1,1,1,5
4,2,6.53,3,1,2,18.68,6,1,1,1,5
2,3,8.85,0,3,2,21.03,7,1,1,1,3
4,2,7.34,0,2,2,15.83,5,1,1,1,5
4,3,7.79,1,1,1,18.47,5,1,1,1,5
2,2,6.43,0,1,0,17.0,6,1,1,1,3
3,2,8.43,0,4,1,18.77,6,1,1,1,2
3,1,6.74,0,1,3,16.4,6,1,1,1,2
3,2,6.18,1,5,0,15.95,6,1,1,1,2
4,1,7.76,1,4,0,14.81,5,1,1,1,5
4,2,5.96,2,0,0,15.66,6,1,1,1,5
1,3,7.93,0,3,3,15.2,5,1,1,1,3
4,1,6.58,1,1,1,15.34,4,1,1,1,5
1,1,6.08,0,1,0,14.35,7,1,1,1,3
4,2,6.54,1,1,1,18.79,6,1,1,1,5
3,2,7.52,1,2,1,19.9,7,1,1,1,2
1,1,7.41,2,2,1,22.54,7,1,1,1,3
4,1,5.66,0,2,2,15.07,5,1,1,1,5
4,1,5.86,0,3,0,13.74,5,1,1,1,5
3,2,7.66,0,2,1,19.32,6,1,1,1,2
3,3,7.75,1,2,2,17.5,5,1,1,1,2
4,1,6.68,1,2,0,18.75,6,1,1,1,5
4,1,5.91,3,1,1,15.26,6,1,1,1,5
2,2,6.88,1,0,1,14.24,4,1,1,1,3
2,1,7.12,2,3,1,14.82,5,1,1,1,3
3,2,7.24,1,3,2,14.97,6,1,1,1,2
4,1,6.43,3,3,2,14.3,4,1,1,1,5
1,1,6.62,1,2,1,17.84,6,1,1,1,3
3,2,7.01,2,1,1,16.11,6,1,1,1,2
4,1,6.37,1,2,1,15.89,5,1,1,1,5
4,2,5.67,3,1,2,15.91,5,1,1,1,5
3,2,8.28,1,3,0,18.82,5,1,1,1,2
3,2,8.24,1,4,3,18.26,5,1,1,1,2
4,2,9.2,1,2,0,19.61,6,1,1,1,5
2,2,6.94,3,2,3,19.81,6,1,1,1,3
3,2,6.28,3,5,2,16.31,5,1,1,1,2
4,1,6.83,3,1,2,16.98,6,1,1,1,5
3,2,8.83,3,5,1,20.75,6,1,1,1,2
4,1,5.84,0,3,1,14.65,5,1,1,1,5
4,2,5.87,2,2,1,16.0,6,1,1,1,5
4,1,7.42,2,4,1,16.84,6,1,1,1,5
1,2,6.27,0,3,1,15.17,5,1,1,1,3
1,1,5.15,1,2,3,13.54,6,1,1,1,3
2,2,9.02,3,3,0,19.3,5,1,1,1,3
2,3,8.06,1,3,2,19.54,5,1,1,1,3
1,2,6.91,3,3,1,16.65,4,1,1,1,3
4,1,6.81,1,3,1,18.92,7,1,1,1,5
4,3,5.76,2,4,1,21.11,7,1,1,1,5
2,2,7.8,1,3,4,17.97,5,1,1,1,3
4,2,7.59,1,5,1,16.15,6,1,1,1,5
4,1,6.4,0,3,4,15.45,5,1,1,1,5
2,3,6.78,1,1,2,17.75,5,1,1,1,3
4,2,6.95,1,3,1,18.31,6,1,1,1,5
2,1,7.37,2,2,1,14.23,5,1,1,1,3
4,1,7.44,1,3,2,14.22,4,1,1,1,5
4,1,7.19,0,2,1,14.39,5,1,1,1,5
4,2,6.2,1,2,1,13.59,5,1,1,1,5
2,2,6.05,2,2,2,17.32,6,1,1,1,3
4,2,6.81,2,1,1,17.23,6,1,1,1,5
4,1,6.59,1,4,1,13.81,5,1,1,1,5
3,2,7.33,0,2,2,16.34,6,1,1,1,2
3,1,7.46,1,3,3,16.0,5,1,1,1,2
4,2,8.66,0,3,2,15.87,6,1,1,1,5
2,3,8.37,0,4,2,19.68,5,1,1,1,3
4,2,6.78,0,3,0,13.81,5,1,1,1,5
4,3,8.52,1,5,2,19.67,6,1,1,1,5
4,2,7.04,3,5,1,18.79,5,1,1,1,5
4,1,7.04,1,4,2,18.49,6,1,1,1,5
3,3,7.65,1,1,1,16.86,6,1,1,1,2
2,1,7.34,3,2,0,24.16,6,1,1,1,3
2,3,7.08,0,5,2,15.7,6,1,1,1,3
2,3,7.18,2,1,0,19.92,6,1,1,1,3
1,1,8.34,1,2,2,17.93,6,1,1,1,3
4,1,7.28,1,2,3,14.23,6,1,1,1,5
1,2,9.57,0,2,2,15.69,5,1,1,1,3
2,1,6.66,1,2,3,20.74,7,1,1,1,3
4,2,7.73,0,4,2,12.47,4,1,1,1,5
4,2,6.77,1,2,1,15.04,5,1,1,1,5
4,2,7.96,1,3,3,19.85,5,1,1,1,5
4,3,5.17,1,2,1,16.36,6,1,1,1,5
3,2,7.81,2,4,2,18.98,6,1,1,1,2
4,1,5.48,2,2,3,16.41,5,1,1,1,5
4,2,6.72,3,4,3,20.01,5,1,1,1,5
2,3,6.93,1,2,4,21.26,6,1,1,1,3
4,1,7.15,0,2,1,16.31,5,1,1,1,5
3,3,8.77,2,1,4,23.94,7,1,1,1,2
3,2,6.06,3,2,4,15.45,4,1,1,1,2
3,1,6.69,0,3,2,14.54,6,1,1,1,2
2,1,7.11,0,4,2,14.98,5,1,1,1,3
4,3,7.71,1,3,2,20.63,6,1,1,1,5
3,3,8.54,1,3,1,17.95,4,1,1,1,2
4,1,8.04,3,3,1,19.97,6,1,1,1,5
2,3,8.12,1,2,2,16.86,5,1,1,1,3
4,2,6.21,0,2,1,16.0,6,1,1,1,5
4,2,7.1,1,3,2,16.54,5,1,1,1,5
4,2,7.35,0,2,4,15.24,6,1,1,1,5
2,2,8.34,3,2,0,19.14,6,1,1,1,3
4,1,6.95,2,3,3,14.06,5,1,1,1,5
4,2,8.35,2,2,3,18.28,5,1,1,1,5
3,2,9.52,1,2,0,20.5,7,1,1,1,2
2,2,7.85,2,2,4,16.32,5,1,1,1,3
4,2,6.72,3,3,0,21.29,5,1,1,1,5
3,2,6.19,1,2,2,14.73,5,1,1,1,2
4,1,6.13,1,4,1,18.3,6,1,1,1,5
2,2,6.71,0,4,1,11.13,4,1,1,1,3
3,1,5.62,1,3,0,13.34,6,1,1,1,2
3,1,7.09,1,4,0,15.04,4,1,1,1,2
3,1,7.07,3,0,1,18.61,5,1,1,1,2
1,3,8.03,0,2,2,16.85,5,1,1,1,3
4,1,6.11,0,1,1,15.27,5,1,1,1,5
3,1,7.15,0,0,2,16.59,7,1,1,1,2
1,1,7.72,0,3,1,16.13,6,1,1,1,3
3,2,5.62,0,3,1,13.84,6,1,1,1,2
3,2,8.01,3,3,0,22.83,7,1,1,1,2
4,2,7.24,1,5,0,12.72,4,1,1,1,5
4,2,7.12,3,1,1,16.43,4,1,1,1,5
3,2,7.88,0,1,1,13.85,5,1,1,1,2
4,1,8.05,1,3,0,15.5,5,1,1,1,5
3,1,9.53,3,2,0,23.47,6,1,1,1,2
2,3,7.54,2,3,1,17.48,5,1,1,1,3
3,1,8.91,1,4,0,15.33,4,1,1,1,2
3,2,8.23,1,3,0,19.86,6,1,1,1,2
1,3,7.45,2,4,2,19.57,6,1,1,1,3
2,1,6.42,3,3,1,16.71,5,1,1,1,3
3,1,5.54,1,2,0,14.72,5,1,1,1,2
1,1,6.4,1,4,0,17.18,6,1,1,1,3
4,3,5.91,2,2,2,18.86,5,1,1,1,5
4,1,5.95,2,0,3,14.95,6,1,1,1,5
4,1,7.63,2,1,0,19.34,5,1,1,1,5
3,2,7.04,1,2,1,18.15,6,1,1,1,2
2,1,7.93,0,2,3,21.14,6,1,1,1,3
3,2,6.7,1,3,3,16.83,6,1,1,1,2
4,2,8.05,1,1,1,19.23,5,1,1,1,5
4,1,5.16,1,3,3,17.94,6,1,1,1,5
3,3,7.82,0,1,2,18.4,5,1,1,1,2
4,1,7.04,1,2,1,18.01,6,1,1,1,5
2,3,8.66,0,3,0,18.93,5,1,1,1,3
4,3,5.84,0,1,1,16.08,5,1,1,1,5
4,1,5.93,0,3,1,13.94,5,1,1,1,5
4,1,6.33,0,4,1,13.45,6,1,1,1,5
4,2,7.63,0,4,1,18.92,6,1,1,1,5
2,2,5.12,0,3,1,10.57,5,1,1,1,3
2,1,7.0,0,1,1,14.43,5,1,1,1,3
4,1,7.42,1,1,2,18.52,5,1,1,1,5
2,1,6.54,0,1,0,17.59,6,1,1,1,3
2,3,7.69,1,3,2,20.87,5,1,1,1,3
4,1,8.41,1,3,1,13.31,4,1,1,1,5
4,2,8.22,1,3,4,18.18,5,1,1,1,5
4,1,7.19,1,2,1,17.07,5,1,1,1,5
4,1,7.62,1,2,1,18.91,6,1,1,1,5
4,2,6.25,3,3,1,16.31,5,1,1,1,5
4,3,8.03,2,1,1,20.84,5,1,1,1,5
3,1,7.06,0,1,2,19.11,6,1,1,1,2
3,1,6.78,2,2,1,15.48,5,1,1,1,2
4,1,6.34,1,2,0,18.04,6,1,1,1,5
2,1,7.85,1,3,3,16.99,6,1,1,1,3
3,2,7.73,1,0,1,14.37,5,1,1,1,2
2,1,7.34,1,4,0,13.14,4,1,1,1,3
3,2,7.08,2,2,1,18.36,5,1,1,1,2
2,1,8.68,1,1,1,16.2,6,1,1,1,3
3,2,6.46,0,0,4,18.38,6,1,1,1,2
4,3,7.33,1,3,2,14.58,5,1,1,1,5
2,2,5.77,0,2,1,12.37,4,1,1,1,3
1,1,7.41,2,1,1,16.43,4,1,1,1,3
3,2,6.79,2,1,0,18.72,5,1,1,1,2
4,1,6.98,2,3,0,14.67,6,1,1,1,5
2,2,7.45,3,3,4,19.15,5,1,1,1,3
4,2,6.57,1,3,2,15.35,4,1,1,1,5
2,1,5.39,2,5,2,14.53,5,1,1,1,3
3,2,8.28,2,3,0,19.45,5,1,1,1,2
3,1,8.5,1,1,0,18.08,6,1,1,1,2
2,2,7.06,0,4,3,18.14,6,1,1,1,3
2,3,6.95,1,2,1,18.12,5,1,1,1,3
4,1,6.68,1,2,2,15.92,6,1,1,1,5
4,1,8.46,0,3,2,13.66,5,1,1,1,5
4,2,7.08,2,3,2,17.56,5,1,1,1,5
4,2,6.73,0,3,2,16.78,6,1,1,1,5
1,3,6.57,1,3,0,14.56,4,1,1,1,3
4,1,7.78,2,2,4,20.48,5,1,1,1,5
4,3,7.54,0,2,2,18.41,6,1,1,1,5
3,2,6.56,0,3,0,16.52,7,1,1,1,2
4,2,8.0,1,2,2,16.4,6,1,1,1,5
4,2,6.21,1,3,3,14.21,4,1,1,1,5
3,2,6.37,2,3,1,15.8,5,1,1,1,2
3,2,7.36,2,4,0,20.31,6,1,1,1,2
1,1,7.15,3,1,2,17.16,5,1,1,1,3
2,1,6.88,1,4,1,14.99,5,1,1,1,3
3,2,7.88,1,3,2,17.91,6,1,1,1,2
2,1,5.95,2,0,1,16.54,5,1,1,1,3
4,3,6.48,1,3,0,17.65,5,1,1,1,5
4,1,5.25,0,2,4,13.22,5,1,1,1,5
3,1,7.15,2,2,0,15.95,5,1,1,1,2
2,2,6.32,1,1,4,18.38,6,1,1,1,3
3,2,6.3,1,1,4,13.44,5,1,1,1,2
4,1,8.06,2,1,2,17.16,5,1,1,1,5
3,2,6.15,2,3,1,19.4,6,1,1,1,2
2,1,7.84,1,2,3,18.53,6,1,1,1,3
4,2,7.07,2,2,1,19.62,6,1,1,1,5
2,2,8.13,2,4,2,17.6,6,1,1,1,3
4,1,7.73,1,2,2,15.81,6,1,1,1,5
4,2,6.02,1,3,1,14.9,6,1,1,1,5
4,2,7.29,2,1,1,16.92,4,1,1,1,5
3,1,7.11,2,3,2,14.48,5,1,1,1,2
4,1,7.28,2,0,2,14.38,4,1,1,1,5
4,2,6.72,0,0,0,16.99,6,1,1,1,5
4,3,6.92,0,2,3,18.55,6,1,1,1,5
3,1,7.75,3,3,1,21.0,5,1,1,1,2
2,2,7.86,1,2,3,20.2,6,1,1,1,3
3,3,7.09,1,5,0,18.42,5,1,1,1,2
2,2,5.65,1,2,2,16.07,5,1,1,1,3
3,1,7.14,0,2,1,16.15,6,1,1,1,2
2,2,6.77,0,0,1,14.11,5,1,1,1,3
4,1,5.23,2,2,2,13.22,5,1,1,1,5
3,1,6.97,1,2,2,16.95,5,1,1,1,2
3,2,8.11,3,2,2,22.44,6,1,1,1,2
4,3,7.2,2,2,2,18.9,5,1,1,1,5
3,2,6.2,1,1,3,15.5,5,1,1,1,2
4,2,6.25,3,4,1,19.16,6,1,1,1,5
4,2,7.26,2,3,2,19.11,5,1,1,1,5
4,2,8.57,2,1,1,21.03,6,1,1,1,5
3,2,8.61,0,4,0,14.17,5,1,1,1,2
4,2,8.36,2,2,1,16.43,5,1,1,1,5
4,1,6.69,0,4,0,13.42,6,1,1,1,5
3,2,7.52,0,0,1,14.47,5,1,1,1,2
2,2,7.35,1,3,1,16.74,5,1,1,1,3
4,2,6.9,2,3,2,18.71,5,1,1,1,5
3,1,8.01,1,1,1,20.34,6,1,1,1,2
3,2,8.03,1,3,3,18.6,6,1,1,1,2
4,1,4.79,0,3,1,12.78,5,1,1,1,5
4,1,6.69,0,4,0,15.21,5,1,1,1,5
3,3,7.28,2,3,1,18.57,6,1,1,1,2
3,1,7.0,1,1,3,16.97,6,1,1,1,2
1,2,5.87,2,1,2,16.2,5,1,1,1,3
4,1,7.24,2,2,0,15.74,5,1,1,1,5
4,2,6.04,2,1,2,17.05,4,1,1,1,5
3,2,9.75,1,3,4,14.56,4,1,1,1,2
4,1,7.95,0,3,2,18.17,5,1,1,1,5
3,2,7.15,0,1,1,18.74,6,1,1,1,2
2,2,8.24,3,3,1,18.43,5,1,1,1,3
